Order_ID,Customer_ID,Customer_Name,Product_ID,Product_Name,Brand,Category,Price,Quantity,Total_Price,Order_Date,Shipping_Address,City,State,Country,Postal_Code,Email,Phone_Number,Payment_Method,Transaction_Status
a16962fd-0ae2-45cd-bc79-bb5c8fc3c76c,2a5aa693-90a5-487d-bed5-709577862299,Joseph Martin,2009dc42-c675-48f2-aef9-b3a86556d508,culture,"Montoya, Smith and Carter",perfume oil,897.12,5,4485.6,2022-04-28 10:05:39.466906,"2263 Campbell Ville Apt. 134
North Theresa, MD 97457",New Garybury,Washington,Myanmar,58038,diane14@example.org,001-700-979-7231x93087,PayPal,pending
444dee20-f3e7-4a46-94bf-86f28f3218db,6c01445d-e4d3-4560-99ee-4a377d042353,Justin Mullen,d47180ed-6607-4dd0-a521-303b187bfeb3,letter,"Peterson, Jones and Li",perfume oil,454.55,10,4545.5,2020-10-21 20:51:49.100957,"0489 Tony Burg Suite 682
Brentland, LA 95298",Christopherview,Kentucky,Korea,22744,chambersalicia@example.net,612-529-7477x25482,Debit Card,pending
2bad61d7-1e00-4280-9c63-851860da9097,ca0d091c-0d3d-4d01-a4c9-85f07e01f2f5,James Green,d96c5a13-1fbd-43a3-bcfc-83f5b139403b,wish,Jefferson and Sons,perfume oil,630.53,5,3152.6499999999996,2021-03-29 14:41:32.246132,"676 Maurice Path
Lake Lisaborough, SD 06695",East Nathanielville,Maryland,Reunion,59258,kellycandace@example.com,(898)706-3931,Debit Card,completed
f4ca896e-9500-4cad-830b-1d4c264d2e17,3642f2c6-9513-4258-851a-1ca383020a5e,Stephanie Garcia,0a59ce14-fd99-4ded-bd19-4b22a52543fa,message,"Alexander, Williams and Russell",perfume,742.16,4,2968.64,2024-02-05 03:13:39.247584,"3861 Michael Dale Apt. 112
South Lindafort, MT 64927",Olsonchester,North Dakota,Bolivia,01711,nicholas86@example.net,001-515-658-2264,Debit Card,pending
7b10e89e-29e2-49df-951b-cb69f5d63fd7,d345f895-73fe-4d1f-9119-090e3e22cf40,Diane Brown,152d1d94-2f29-4bd0-a1c7-8e3489a65c0f,mention,"Young, Sandoval and Murphy",perfume,798.03,9,7182.2699999999995,2022-03-25 05:25:06.103400,"224 Santos Center Suite 540
West Matthewshire, AR 69104",North Janet,Vermont,Lebanon,25394,alexanderthomas@example.com,245-597-6001x88072,PayPal,pending
596d5762-2de9-4c0f-aa7c-7e6eefefb2fb,105dedd4-90ce-48ab-8993-d206ca55f9e4,Patricia Carter,82a088c5-b4be-4e1c-90d5-5fd8c20080fe,police,Brown and Sons,perfume,242.74,4,970.96,2020-08-16 03:15:33.290679,"37424 Nancy Walk
North Tony, VI 98230",Smithville,West Virginia,Estonia,58925,mnelson@example.net,(333)659-7851x16303,Credit Card,pending
4e830cf0-ea4b-451d-b5ed-753db1dfe1fc,e919ab84-fdc0-4e10-938d-56418db183ab,Lisa Nelson,273e9342-c3f2-47b0-b00d-81cfe7c77be9,very,"Parsons, Davis and Davis",perfume oil,677.54,4,2710.16,2020-09-04 21:52:30.900782,"6454 Christopher Drive
Wallacemouth, WA 90990",Lake Jasonville,Kentucky,Tunisia,31393,xharper@example.org,001-236-629-1880,PayPal,pending
0e137c97-97a6-4818-848b-de4c93238bb7,d6e4e518-cf57-443a-bd52-6e86fbcc566e,Jasmine Cruz,b4ff33f4-c0c5-44fa-b179-25968b3c803b,eye,"Lynch, Dixon and Evans",perfume,21.98,1,21.98,2022-01-17 19:49:51.277135,"107 Richard Hill
South Georgechester, MH 31843",South Katherineburgh,Ohio,Wallis and Futuna,26992,kylenorman@example.com,537.897.4689,Credit Card,pending
069722e1-6803-47af-9c47-b07bc05c7671,766c89fa-2f04-4e88-b81a-732161a8c8cc,Shannon Rodriguez,0e4bdf71-b57c-455d-bc95-375f945af521,name,"Dawson, Long and Jordan",perfume oil,890.83,7,6235.81,2020-04-08 13:12:59.128325,"247 Mary Pine
Ericmouth, WI 87873",Christopherside,Oklahoma,Trinidad and Tobago,22897,gwalsh@example.com,874.512.5898x164,PayPal,pending
5c3f5e4c-676e-4223-b23d-74e93cb85325,1a547842-3a19-4957-bfd0-47957f49d7ac,Carol Moore,ff4c2f8f-fec1-4b20-9de3-12e0cbc57993,beat,Rangel-Becker,perfume,293.5,2,587.0,2022-02-06 15:37:47.100947,"42205 Young Drive
South Michaelaside, MS 46008",New Joelport,North Carolina,Australia,48329,williamwest@example.com,458-731-6189x123,Debit Card,pending
18cc409c-c3fe-4a0a-badd-25b7c0bd5e7e,7e1e6a0d-dc49-4d83-8e35-ebb3e62d6bbf,Jennifer Rodriguez,19d59b65-6a65-4d3d-bd81-2be4b930378a,whatever,Elliott Ltd,perfume oil,779.93,10,7799.299999999999,2023-07-20 01:36:03.152740,"77634 Timothy Drive
Port Robertland, GU 28486",Roberthaven,Virginia,Algeria,33098,randydyer@example.net,+1-357-530-7289x103,PayPal,pending
5584dd7c-bbe9-44f2-8928-5be0cb2b912b,a9b7151b-427a-4743-86ff-e810bf475d7d,Kimberly Torres,3e15d4ff-0375-4164-937a-b0dfd6739f0f,speak,"Savage, Holloway and Obrien",perfume,605.51,4,2422.04,2021-09-18 11:29:58.872378,"263 David Haven
Amymouth, CA 00599",South Randallstad,New York,Macao,44171,gordonkatherine@example.net,(315)231-6007,Credit Card,completed
e2f1292e-f7d4-4921-9ca1-20d8304b94ab,fcd095ba-9da7-4877-89e8-ffbf1d694eab,Ricardo Mendoza,15d270d3-226e-4503-924f-39c193400892,hour,"Church, King and Chavez",perfume oil,40.55,7,283.84999999999997,2020-04-20 09:48:22.183305,"643 Thomas Mountains Apt. 386
East Christophermouth, KS 00675",Browningstad,New York,Wallis and Futuna,88315,qmeadows@example.org,7602861052,Credit Card,completed
21626bc3-a6b1-4d05-833b-1765a2763852,97f80ead-3113-4cbc-b3e6-da7c182c1bf8,Monica Holmes,4e32733c-2c39-4aa7-b75a-b0736639ab0b,above,"Martinez, Contreras and Reed",perfume oil,674.19,2,1348.38,2020-06-16 11:02:51.896443,"832 Matthew Streets Apt. 793
Juliaberg, DC 68369",Angelaborough,Vermont,Cameroon,61751,david33@example.org,517-796-3040x5556,Debit Card,pending
603fcde8-7cd1-4101-9c18-a3b36b435a7c,35dd03a3-d610-48bb-bf55-2e91af1e49b0,Mark Brady,df76abe5-3360-4c54-9890-7ec2645c7fc0,no,Lee Ltd,perfume oil,844.44,6,5066.64,2020-12-08 21:20:08.954202,"4973 Megan Light
North Kelly, NV 23385",South Scott,Kentucky,Montenegro,04853,maxreyes@example.net,+1-303-625-1760x74653,PayPal,completed
96af1605-fe1f-494a-ad0a-77a9c6d3568a,6ac20f4e-bd84-4ef3-a10f-0d9286d0be2e,Andrew Rodriguez,60c0b1ca-a734-4e07-8e1f-c8a269664b42,court,"Baldwin, King and Cole",perfume oil,649.95,7,4549.650000000001,2024-01-07 16:20:06.803230,"272 Allen Roads
East Mitchell, AS 78518",Christopherchester,New Jersey,Turkmenistan,15543,matthewward@example.net,381.685.3371x40478,Debit Card,completed
ecb2c286-1e0d-468d-a16a-ded8b8624aa0,d2a42dba-d1c6-48fb-8570-5502e3df3d49,Melissa Glenn,ab6a1e20-ef43-4c5a-8e05-54d757e653e1,somebody,Miller-Richard,perfume oil,822.22,2,1644.44,2022-05-16 11:03:27.250579,"445 James Fall
Lake Kimfurt, OK 68689",Davisshire,Mississippi,Martinique,80852,sgalvan@example.com,705-986-2149x032,Credit Card,pending
6a7e8bad-7b5d-4f3f-8c9e-5541ccbfbe37,5abc78f2-f204-46f6-98f6-68def2561faf,Kristin Herrera,cca822d5-f235-4e93-bddb-5773982c80d8,management,Weeks-Mendez,perfume,388.82,5,1944.1,2021-07-05 07:18:26.337887,"619 David Keys Suite 405
South David, FL 68663",West Jose,Indiana,Liberia,23405,hgonzalez@example.net,001-806-725-0953x098,Credit Card,completed
430d7413-f257-401f-b302-4354e6b718b4,4296123a-900d-439a-87c0-5525cadcd900,David Estrada,066618f8-ec72-47ff-88f6-8bd11825a70d,sit,Baker Ltd,perfume,877.61,3,2632.83,2023-03-22 19:52:48.607147,"USNS Wong
FPO AE 10909",South Dennis,Delaware,Isle of Man,00636,tmartinez@example.org,+1-751-600-4376x4785,Debit Card,completed
1ad65d13-2045-45e0-b163-645af742e15f,58190f47-3d69-4be5-84c1-1779b39e7d09,Mr. Ryan Moore Jr.,837ff513-33b8-42da-9af8-94a1d89badbb,sing,Mcguire-Young,perfume,583.72,4,2334.88,2021-03-27 22:18:04.305760,"7745 Francis Station
Derekhaven, WI 19254",Lisashire,Kansas,Northern Mariana Islands,41079,kcunningham@example.net,508.640.2112x74967,Debit Card,pending
7f6d7fd7-c53d-495e-8568-c50e96c7a122,893fc836-422b-4d37-acf7-ccb08b7ae775,Holly Jones,5fdec2be-913e-427a-8612-5657df06d851,fire,"Sandoval, Ramos and Ware",perfume oil,625.71,5,3128.55,2022-11-03 19:40:23.187079,"80056 Melissa Gardens
Bryanthaven, OK 71796",Williamsberg,Washington,Andorra,79852,blang@example.com,+1-471-881-2109x34962,Credit Card,completed
57d7cba7-1eeb-4305-8322-a5923f89ec8e,84c25e63-2b5d-4ac7-aec6-3ae95b02afd2,Billy Mills,a637109e-42d2-49f1-be6e-99fb5ecaeccb,good,Sanchez Group,perfume,399.32,5,1996.6,2021-08-03 05:08:42.069876,"2313 Martinez Road Suite 582
Port William, CA 01786",Longchester,Georgia,Palestinian Territory,15961,guerreroadam@example.net,+1-306-439-1399x0241,Debit Card,pending
18ad0b1e-12ad-49f2-82b4-f6b05970f153,7dace790-bced-4bb6-b388-068559ccd92a,Edward Elliott,1f414aad-0080-4dbe-937c-5582f51a3d3f,field,Herrera-Jensen,perfume oil,633.84,2,1267.68,2020-09-10 17:19:42.417183,"9656 Jessica Mission Apt. 152
East Stephenstad, AZ 49785",North Rebecca,Minnesota,Antarctica (the territory South of 60 deg S),12710,hwall@example.org,430.201.6846,Credit Card,pending
997e4481-e229-4217-8442-8c00b89b8b53,59e13e12-6dbb-449c-b291-f63c47eece7d,Kathryn Haas,4f0c2e2b-785a-49b7-8a7c-a01dff4e2a91,strong,Wilson PLC,perfume oil,827.94,8,6623.52,2021-04-03 10:35:01.691442,"75156 Jones Turnpike Suite 326
Brittanyburgh, VT 16067",West Katherine,Kentucky,Germany,37349,lesterbryan@example.net,(478)499-4505x3755,PayPal,pending
84b0be99-00e5-4607-aa54-12f95f1dcdb0,4bdbee05-f517-4ebb-9bd0-ec1f071f9e5b,Jessica Brewer,7a3e7d47-7962-46e1-9441-b50d3435fb0b,early,Johnson-Fletcher,perfume,73.66,6,441.96,2020-10-16 11:22:56.701468,"9370 Gonzalez Ferry
Morrisonfort, TX 76548",Kellyland,Nebraska,Swaziland,16075,richard54@example.org,(715)245-5797,Credit Card,pending
dfe2d902-1fb6-4a4d-ba6b-dba989fb8a2d,cb237dc8-8156-4ee7-ae50-9d7c8621e150,Tim Gonzalez,ea68ec4b-bad8-412e-9d0c-ee5e9e73a13f,not,Porter LLC,perfume,274.85,2,549.7,2020-08-02 08:53:13.049796,"3423 Donald Lights Apt. 169
Kimbury, HI 42823",Michaelside,South Dakota,Ecuador,96819,harrisjulie@example.com,001-444-792-8305x920,PayPal,pending
3454381b-011b-4716-881d-d80693be949a,f053d94e-fac2-40e3-9241-c56673d29984,Samantha Cortez MD,6a065eb2-450c-443a-8359-57b14d25f536,writer,Barnes LLC,perfume oil,468.38,10,4683.8,2022-03-10 17:08:00.955267,"091 Cruz Avenue Apt. 406
Reidborough, CA 31440",East Mary,Idaho,Madagascar,59740,panderson@example.com,6745652741,Debit Card,pending
1860702a-d1e1-4787-bdcc-22a7c6600e06,5caed76e-f5bd-4adc-99b7-afb4b8a7f58c,Patricia Nguyen,fd76f3c8-2fc3-47f7-8fed-f09a485e942b,few,Garcia Group,perfume oil,289.53,4,1158.12,2022-01-24 02:49:56.106888,"402 Michael Union
Mcfarlandstad, PA 26755",Pamelaland,Alaska,Cape Verde,80134,rosejoseph@example.net,(651)667-9355x205,Debit Card,completed
f5bb251f-db0b-46b0-848c-65aa5b9e9550,5e08d625-4621-4d7c-b164-90486adce4b6,Katherine Cooper,9f4dfc84-0dfd-4b9f-bc6d-10c06799c149,ask,Gomez-Schmitt,perfume,935.58,5,4677.900000000001,2023-04-07 10:32:58.441894,"5111 Miller Circles Apt. 058
North Kathryn, AK 69280",East Matthewview,Ohio,Mauritania,15153,guerreroamanda@example.net,740-210-3364x501,Credit Card,completed
c61cc74d-2164-408b-898a-acb5e4e44d11,037a19a4-2c4e-4ae1-abee-e2c2c2a29e98,Derek Cobb,91df663e-d9b0-496e-88c0-80fc1530bf08,nice,Baker and Sons,perfume oil,162.51,1,162.51,2023-09-30 09:38:14.471217,"64360 Bullock Branch
Lake Gloriachester, NM 02328",South Mark,Michigan,Singapore,38760,zimmermanchelsea@example.org,546.700.2470x30324,Debit Card,completed
04ece03c-e0b0-4ca2-ba08-dd28679ee8d3,110b54d1-5584-4c4e-88c9-ebdbd0147827,Kevin Wade,faf90bdb-cc47-40d7-9996-b289c3ed2516,item,"Thomas, Martin and Flores",perfume,809.01,8,6472.08,2022-11-30 12:55:23.970683,"Unit 7171 Box 8403
DPO AE 63505",Donaldmouth,New Jersey,Guadeloupe,64195,cheryl45@example.net,+1-414-327-6631x4283,Credit Card,pending
3bd37a36-78b4-4665-a60e-491c763c40f8,56c4bfa9-94e2-4d89-b992-7fbcf9f912ee,Melissa Hughes,3c644b7b-fe14-465b-a1da-0bd5c83ddb9c,seven,"Shea, Cole and Robinson",perfume oil,42.42,10,424.20000000000005,2020-08-29 23:54:44.056559,"907 Hudson Valley Apt. 615
Christopherhaven, NY 43832",Petersonberg,Mississippi,Iraq,42074,uking@example.com,395-909-7465x37184,Credit Card,pending
c66780f2-8a1e-4fca-870b-181b52cf63cd,cc607ff7-261b-4f0a-832a-c8ed7fb31015,Lindsay Wilson,b3fcbea2-1955-47e8-bc02-e54d26c09f01,firm,"Thomas, Miller and Ali",perfume oil,948.99,5,4744.95,2020-12-02 21:35:00.972314,"9944 Courtney Locks Suite 476
Mcgrathside, FL 98564",Josephfurt,New Hampshire,Saint Martin,81839,duranjoan@example.com,654-866-2345,Debit Card,completed
bc4de080-826e-4788-ba5a-7da88b855264,00d78252-3e0a-4340-9779-6a5ab4a2144f,Levi Hall,dba8f77d-ef0a-478a-beea-f946f30d3f93,evening,Hunt Group,perfume oil,533.21,7,3732.4700000000003,2022-09-11 08:45:15.245471,"02362 Holmes Mills
Lake Joshuastad, MA 11967",Alexandertown,Pennsylvania,Benin,50782,owheeler@example.net,6479059434,Credit Card,pending
aabd8e91-6eda-4525-b56d-06b0854061a9,dc4fe353-c432-4318-a660-3566b14c81c1,Lynn Smith DDS,2fc87886-83d2-410a-9cd5-6df72a7eb40c,scientist,Martinez-Smith,perfume oil,824.23,10,8242.3,2022-10-14 16:22:01.596294,"7891 Debra Green Suite 310
Sethshire, HI 06625",Perrymouth,Colorado,Grenada,54469,shawnharris@example.com,+1-796-732-5288x2522,PayPal,completed
a40613f7-16d2-4d7a-859b-f8012de2ecb2,5a2396f1-7faf-43f8-a7f7-5188ca2d993a,Curtis Weaver,0c971c5f-e562-47cd-887c-ee47a8b1c7a7,around,Rosario-Ball,perfume oil,259.12,9,2332.08,2020-11-28 16:10:19.811897,"92465 Heidi Dam Apt. 283
Lake Moniquefurt, MI 85122",West Kristina,Minnesota,Grenada,62890,matthew52@example.com,297-973-4529x39996,Credit Card,completed
98d53cdf-ccd5-46b3-b922-aa5f1bfd15e2,2da8341b-0bba-4908-ad03-3f983d9d5189,Julie Green,c914ba2f-b190-47fc-a759-00305434d424,be,Griffin-Rios,perfume oil,883.34,8,7066.72,2023-05-02 20:03:20.412210,"541 White Turnpike Apt. 850
Johnsonfurt, TN 26786",East Lorihaven,Indiana,Svalbard & Jan Mayen Islands,62367,richardkimberly@example.net,427.666.3085,Debit Card,completed
00d4c621-4a00-4647-94f9-74010986f748,2eb6f81d-aae1-489d-9c78-3f8b125bf613,James Thomas,d8357fee-f454-4ee8-978a-d368a46dacbd,themselves,"Abbott, Fleming and Davis",perfume oil,897.83,6,5386.9800000000005,2022-06-04 10:07:01.952050,"60278 Stephanie Pike
South Marisafurt, FL 19548",Sharonside,Rhode Island,Kyrgyz Republic,14521,simpsonryan@example.org,261.214.4632x938,Debit Card,completed
2eea1c97-7afd-4b9d-b9ac-aebd9b709dfd,998e49e5-f6ba-4fa9-853e-ce4ac86645ee,Jenna Williams,f0d85061-412d-4c8a-86d1-b12eb2ec705b,between,"Dean, Mckenzie and Aguirre",perfume,435.11,7,3045.77,2022-08-20 15:00:30.500359,"187 Hansen Spur
North Mirandaberg, OK 44149",Vincentside,Massachusetts,Philippines,34835,wileyrebecca@example.com,(917)860-7423x496,Debit Card,completed
92ff9371-ea5d-4ec7-9b4e-94a4ffbd7e49,223bb9aa-b16b-415b-b903-849604081f59,Lisa Thomas,503a6ff8-007f-42bc-b3ac-fef09a99dfb6,carry,Ashley-Reeves,perfume oil,387.51,8,3100.08,2021-04-24 21:31:21.840432,"8357 Tamara Loaf Apt. 358
North Mauriceberg, PR 61943",East David,Vermont,Brunei Darussalam,91637,randall74@example.net,+1-346-466-5916x539,Debit Card,pending
92ff9371-ea5d-4ec7-9b4e-94a4ffbd7e49,223bb9aa-b16b-415b-b903-849604081f59,Lisa Thomas,503a6ff8-007f-42bc-b3ac-fef09a99dfb6,carry,Ashley-Reeves,perfume oil,387.51,8,3100.08,2021-04-24 21:31:21.840432,"8357 Tamara Loaf Apt. 358
North Mauriceberg, PR 61943",East David,Vermont,Brunei Darussalam,91637,randall74@example.net,+1-346-466-5916x539,Debit Card,pending
155520c0-7774-4203-bcd5-dc3c2466edcc,ce907f53-4702-4940-9d23-bd00335047a4,Yolanda Martinez,b7b4d358-0fbc-4b51-bd16-1307d8d88ec2,thought,"Edwards, Roman and Jenkins",perfume oil,568.83,4,2275.32,2021-05-11 01:52:45.127534,"79194 Morrow Well
Prestonport, FM 19396",Lake Hannah,Georgia,Central African Republic,32130,tamarataylor@example.org,+1-734-606-1951x35902,Debit Card,pending
fc5e0698-68cd-4411-98a3-baf3e4d6c5b4,01a23274-2269-4ee1-8bac-8ce6c9dc1347,Tiffany Smith,f97e6b4f-6532-4bd1-a773-5adabc17cc6c,drop,"Moore, Nelson and Johnson",perfume,857.03,3,2571.09,2022-07-20 10:31:03.012591,"9515 Brandon Hollow Apt. 646
Port Diana, MT 57151",New Erin,Illinois,Samoa,34188,stacey84@example.org,+1-719-442-3234x094,PayPal,pending
ab7ddbc5-6ee9-4081-aeb7-88fb3af82b26,043683fc-488e-404a-8518-7c992ab41f2f,Debbie Turner,21a1ecb9-8ec3-4444-9246-87fe4b6f6bcc,property,"Gray, Larsen and Benitez",perfume oil,379.21,2,758.42,2024-03-26 22:02:12.373561,"350 Christopher Rapid Apt. 545
East Codyville, PA 54646",South Codyside,Montana,Sri Lanka,42481,victor43@example.org,(236)786-6541x93923,Debit Card,pending
4f605e9d-47ae-4819-b2c0-a58f467ad3ae,9875460c-3b53-4bd2-b752-4a7b3207bb2b,Jeremy Mills,589542cf-ae90-4865-b429-5af22745e512,guess,Lopez Inc,perfume,159.26,3,477.78,2020-08-29 09:44:46.441334,"3728 Madison Mills Apt. 733
Omarbury, AR 64349",Bauermouth,New York,Malta,06764,mharrison@example.org,420.488.0369x815,PayPal,pending
00345807-1ad9-448f-85db-610cea1bdbb5,66d50871-cfb0-457c-a7ea-c75ec3bdc057,Anna Moore,5337a6a1-723f-473d-a611-eb87a30ba66b,hear,Rowe PLC,perfume oil,870.87,6,5225.22,2023-01-04 08:10:04.885223,"55226 Buckley Bypass Apt. 742
Debraberg, TN 41373",West James,Ohio,Saint Pierre and Miquelon,64475,scotthill@example.com,001-850-636-9986,PayPal,completed
d92b9388-af6c-48d8-a433-060dae45b934,488b8cb6-06bb-42ea-b018-f13c19698124,Keith Choi,6f35839e-e1b5-4bf4-8ba2-48e9f0552c87,late,Holden Inc,perfume oil,71.99,7,503.92999999999995,2023-05-14 02:33:32.865773,"07728 David Shores
Lake Monica, ME 85705",Kellyhaven,Alaska,Cyprus,76818,johnsullivan@example.net,001-900-692-3670,PayPal,completed
aac2eb8f-2b26-452f-ae67-7bc83c4d7166,752e6595-62eb-41b5-a4d9-5f340652d814,Morgan Hines,193b48fe-5e8a-4f88-ae69-0450a9c0fe69,media,"Webb, Johns and Caldwell",perfume oil,193.57,6,1161.42,2023-08-07 15:29:25.674300,"13896 Howard Plaza
East Jonathanside, SC 55550",Thomasstad,South Carolina,Estonia,86677,ekaufman@example.org,+1-481-673-3179x278,PayPal,completed
438ce487-07e7-4a89-ba3d-2c8c04227f16,68d0b711-64b4-4181-94b0-9da60771a4bb,Michael Thompson,5f1164a7-5a6c-4b4d-b8f6-de0a998a1c20,discussion,"Cunningham, Baker and Smith",perfume oil,961.31,5,4806.549999999999,2020-06-14 15:20:02.752819,"8895 Diaz Crossing
South Christianville, NM 60015",Jorgemouth,California,Christmas Island,07358,amber03@example.org,(952)841-0552,Debit Card,completed
e7db9e18-d543-4189-a7c0-6f559134e8a9,c212f497-3a55-4c98-aea9-0a54ecf95ef1,Tracy Palmer,f94a43a5-dc70-4362-8e3a-fdbedc4cefa2,article,Harris-Copeland,perfume oil,402.5,7,2817.5,2020-11-01 00:53:13.309185,"936 Wade Forks
Ramirezstad, SD 99359",Finleyfort,Kentucky,Niue,43084,allenduane@example.org,5534307505,Debit Card,pending
3ba80f45-b252-4f4f-867c-a0bd4aaf59ce,d70d0038-4ff6-405d-99a0-3e27684e0b11,Kelly Garcia,0364ab83-201c-4097-811d-7674804010e9,billion,Phillips-Hodges,perfume,791.88,3,2375.64,2020-11-08 11:58:21.898202,"71984 Karen Street Apt. 171
Lesliefurt, ND 77763",Ethanberg,North Dakota,Cocos (Keeling) Islands,12868,zmelton@example.org,+1-202-206-0974x68612,Credit Card,pending
92dab93e-1d44-4cf0-b6a3-362e0d5c4259,bc4a9f54-7f93-412d-aee0-41babde9f7c7,Mark Howard,6a63b5f9-798c-4586-95d1-cab5619ad4bc,provide,Knight-Russell,perfume,694.1,1,694.1,2021-07-11 10:39:18.825276,"42795 Arthur Islands Apt. 820
South Michaelport, RI 55377",Simpsonbury,Virginia,Slovakia (Slovak Republic),81958,ehurley@example.org,+1-502-449-8103x4873,Credit Card,pending
